application_date,decision_date,country,visa_type,processing_office
20-09-2024,05-11-2024,India,Business,Sydney
18-02-2024,17-03-2024,USA,Business,London
07-05-2024,12-05-2024,UK,Business,New York
16-08-2024,25-11-2024,UK,Work,London
25-10-2024,30-01-2025,Germany,Student,London
30-11-2024,20-01-2025,Australia,Tourist,Delhi
07-12-2024,27-12-2024,Canada,Work,New York
26-07-2024,26-10-2024,Germany,Work,Sydney
01-03-2024,26-05-2024,UK,Work,Berlin
23-04-2024,26-05-2024,USA,Business,New York
20-08-2024,28-11-2024,Germany,Work,Toronto
25-12-2024,10-03-2025,Canada,Dependent,Sydney
21-04-2024,01-08-2024,USA,Dependent,Delhi
26-09-2024,27-11-2024,Germany,Work,Delhi
15-10-2024,03-11-2024,India,Dependent,Berlin
13-04-2024,30-06-2024,Germany,Tourist,New York
16-06-2024,08-10-2024,Germany,Business,Delhi
14-12-2024,14-01-2025,Australia,Dependent,Toronto
16-02-2024,15-06-2024,Germany,Business,Delhi
20-08-2024,10-09-2024,Germany,Business,Toronto
15-10-2024,27-10-2024,Germany,Business,Sydney
06-06-2024,11-09-2024,India,Business,London
02-01-2024,11-04-2024,USA,Dependent,Delhi
24-01-2024,23-03-2024,UK,Student,Berlin
31-01-2024,29-05-2024,India,Business,Delhi
26-05-2024,22-07-2024,USA,Tourist,Sydney
26-11-2024,23-01-2025,UK,Business,Toronto
12-07-2024,03-09-2024,India,Dependent,New York
30-11-2024,25-03-2025,UK,Student,New York
02-10-2024,26-11-2024,Germany,Tourist,Sydney
24-04-2024,13-08-2024,India,Student,London
25-08-2024,24-11-2024,Australia,Dependent,Toronto
29-09-2024,21-11-2024,USA,Tourist,Toronto
26-06-2024,20-07-2024,UK,Tourist,Sydney
27-02-2024,07-03-2024,Australia,Business,Berlin
09-01-2024,13-02-2024,USA,Student,Delhi
31-10-2024,09-11-2024,Canada,Dependent,Sydney
26-12-2024,21-04-2025,India,Tourist,Sydney
23-01-2024,19-03-2024,Canada,Tourist,Berlin
21-04-2024,31-07-2024,India,Tourist,Berlin
28-05-2024,01-07-2024,Australia,Dependent,London
22-10-2024,11-01-2025,Australia,Work,New York
03-06-2024,28-09-2024,USA,Dependent,New York
30-07-2024,11-09-2024,UK,Student,Berlin
29-10-2024,23-02-2025,Australia,Tourist,Sydney
13-12-2024,10-02-2025,Germany,Business,Delhi
25-06-2024,20-09-2024,Australia,Business,Berlin
12-06-2024,14-09-2024,Canada,Business,New York
02-06-2024,25-07-2024,USA,Dependent,Toronto
03-05-2024,24-08-2024,USA,Work,Sydney
14-03-2024,30-06-2024,Canada,Student,Berlin
30-07-2024,26-09-2024,Germany,Dependent,New York
17-07-2024,22-08-2024,UK,Tourist,London
27-11-2024,12-12-2024,Canada,Work,Delhi
01-10-2024,06-01-2025,USA,Student,London
12-07-2024,11-10-2024,Germany,Dependent,Delhi
07-02-2024,07-03-2024,Germany,Dependent,New York
02-09-2024,03-10-2024,UK,Work,Delhi
18-04-2024,17-05-2024,Australia,Student,Sydney
02-09-2024,08-10-2024,Australia,Dependent,Sydney
14-04-2024,08-06-2024,USA,Dependent,London
24-05-2024,16-07-2024,Canada,Dependent,Sydney
02-07-2024,15-08-2024,UK,Work,Berlin
11-09-2024,14-11-2024,India,Business,London
14-04-2024,05-06-2024,UK,Business,Delhi
15-10-2024,07-02-2025,USA,Tourist,Delhi
13-05-2024,27-07-2024,Germany,Dependent,Sydney
01-08-2024,12-09-2024,USA,Tourist,London
27-04-2024,19-06-2024,Germany,Tourist,Toronto
08-10-2024,04-01-2025,Australia,Work,London
07-09-2024,13-12-2024,Australia,Business,Toronto
27-03-2024,03-07-2024,UK,Tourist,New York
06-10-2024,12-12-2024,USA,Dependent,Sydney
31-01-2024,12-04-2024,India,Student,Sydney
25-01-2024,06-05-2024,India,Business,New York
18-11-2024,22-12-2024,India,Tourist,Delhi
21-04-2024,29-06-2024,Canada,Work,Delhi
12-11-2024,06-02-2025,Australia,Dependent,Toronto
03-12-2024,08-02-2025,India,Student,Berlin
09-10-2024,05-12-2024,India,Student,Berlin
20-05-2024,01-08-2024,UK,Student,Berlin
23-12-2024,24-03-2025,Canada,Tourist,Delhi
19-02-2024,01-05-2024,USA,Tourist,New York
13-11-2024,24-01-2025,UK,Work,London
22-07-2024,06-08-2024,UK,Business,Toronto
16-10-2024,21-11-2024,Australia,Tourist,London
16-12-2024,05-04-2025,India,Student,Delhi
26-07-2024,17-09-2024,Canada,Dependent,Toronto
29-01-2024,24-04-2024,India,Tourist,Delhi
12-09-2024,03-01-2025,Canada,Work,Berlin
18-02-2024,16-06-2024,Germany,Student,New York
18-04-2024,16-08-2024,Australia,Dependent,Toronto
18-05-2024,28-05-2024,India,Work,Berlin
15-10-2024,12-01-2025,India,Tourist,London
09-01-2024,09-02-2024,Germany,Tourist,Sydney
22-07-2024,05-08-2024,UK,Tourist,Berlin
03-05-2024,19-07-2024,Canada,Dependent,London
15-07-2024,24-10-2024,Australia,Tourist,Sydney
10-02-2024,19-04-2024,Australia,Work,Delhi
20-02-2024,20-04-2024,USA,Student,London
05-11-2024,16-02-2025,Germany,Dependent,Toronto
16-06-2024,24-06-2024,Australia,Work,Toronto
08-09-2024,12-10-2024,UK,Dependent,Toronto
09-08-2024,06-09-2024,Australia,Dependent,Sydney
13-07-2024,28-07-2024,Germany,Work,New York
31-12-2024,14-01-2025,India,Work,New York
13-07-2024,17-10-2024,Australia,Tourist,Sydney
18-07-2024,01-09-2024,UK,Student,Delhi
03-01-2024,16-02-2024,Canada,Work,London
22-02-2024,14-03-2024,India,Tourist,Toronto
17-08-2024,01-11-2024,Germany,Dependent,Toronto
22-02-2024,01-03-2024,India,Work,Berlin
17-02-2024,08-05-2024,Germany,Work,Toronto
07-01-2024,18-02-2024,Canada,Business,Delhi
13-10-2024,10-02-2025,USA,Dependent,Berlin
27-03-2024,27-06-2024,Canada,Tourist,New York
17-05-2024,29-06-2024,UK,Business,New York
02-02-2024,28-02-2024,Canada,Work,Toronto
02-06-2024,07-08-2024,India,Work,London
06-05-2024,11-08-2024,Australia,Business,Berlin
11-11-2024,11-12-2024,Canada,Student,New York
04-06-2024,09-06-2024,Canada,Work,Berlin
13-07-2024,28-10-2024,UK,Business,London
08-08-2024,25-11-2024,Australia,Dependent,New York
02-06-2024,18-07-2024,Germany,Tourist,Toronto
09-06-2024,06-07-2024,Canada,Work,London
21-12-2024,17-03-2025,Canada,Dependent,New York
15-06-2024,07-08-2024,UK,Business,London
28-02-2024,15-05-2024,USA,Dependent,Berlin
02-04-2024,03-07-2024,Germany,Student,Sydney
24-08-2024,27-11-2024,USA,Business,London
20-12-2024,02-01-2025,Canada,Business,New York
20-11-2024,02-01-2025,USA,Work,Sydney
19-03-2024,23-06-2024,Canada,Business,Delhi
17-08-2024,06-11-2024,Canada,Dependent,Toronto
30-09-2024,08-12-2024,Australia,Business,Berlin
19-01-2024,04-05-2024,UK,Dependent,Berlin
22-11-2024,07-12-2024,India,Tourist,Sydney
06-12-2024,25-01-2025,USA,Dependent,Delhi
15-10-2024,10-01-2025,Australia,Business,London
08-08-2024,26-08-2024,India,Student,London
23-04-2024,02-07-2024,Australia,Dependent,Berlin
24-10-2024,25-01-2025,Germany,Tourist,Toronto
10-07-2024,03-09-2024,Canada,Dependent,Sydney
13-09-2024,07-10-2024,UK,Student,Toronto
23-02-2024,05-04-2024,Canada,Student,Delhi
13-03-2024,01-05-2024,UK,Work,Toronto
15-04-2024,25-06-2024,Canada,Work,Toronto
19-02-2024,20-04-2024,Australia,Business,London
04-02-2024,18-03-2024,India,Student,Delhi
24-06-2024,19-09-2024,India,Tourist,Sydney
04-05-2024,14-07-2024,USA,Dependent,New York
18-06-2024,02-09-2024,Canada,Business,New York
26-07-2024,19-10-2024,USA,Tourist,Sydney
02-12-2024,31-01-2025,Canada,Student,Sydney
10-11-2024,08-03-2025,USA,Business,Berlin
07-08-2024,30-09-2024,India,Tourist,New York
22-05-2024,31-08-2024,Australia,Student,Berlin
22-02-2024,08-06-2024,Germany,Tourist,London
15-06-2024,15-07-2024,Canada,Student,London
09-12-2024,03-04-2025,Canada,Dependent,Sydney
09-06-2024,29-08-2024,Canada,Dependent,Toronto
27-10-2024,15-11-2024,UK,Work,Toronto
12-11-2024,09-12-2024,Australia,Work,Berlin
29-10-2024,13-11-2024,Australia,Tourist,London
01-03-2024,05-04-2024,UK,Student,New York
10-07-2024,11-10-2024,USA,Dependent,Toronto
02-08-2024,22-10-2024,USA,Dependent,Toronto
04-08-2024,01-09-2024,Canada,Dependent,Sydney
26-11-2024,23-12-2024,Germany,Tourist,Toronto
27-05-2024,18-06-2024,USA,Work,Toronto
13-11-2024,24-11-2024,UK,Student,Toronto
10-03-2024,08-04-2024,Canada,Dependent,Berlin
30-11-2024,06-02-2025,Canada,Business,Toronto
29-12-2024,20-04-2025,Canada,Business,New York
12-02-2024,29-04-2024,India,Tourist,London
17-01-2024,26-02-2024,USA,Dependent,London
27-03-2024,09-07-2024,Canada,Dependent,Sydney
10-09-2024,24-11-2024,Germany,Student,Berlin
28-02-2024,07-04-2024,Germany,Work,Berlin
22-01-2024,03-05-2024,Australia,Business,Berlin
21-04-2024,19-06-2024,India,Tourist,London
17-01-2024,19-03-2024,UK,Work,Delhi
12-08-2024,05-12-2024,India,Tourist,New York
28-10-2024,29-01-2025,UK,Dependent,Sydney
07-08-2024,02-09-2024,Germany,Tourist,New York
15-04-2024,01-08-2024,India,Dependent,London
29-09-2024,08-11-2024,Germany,Dependent,New York
14-06-2024,17-09-2024,UK,Work,Berlin
16-05-2024,07-09-2024,Germany,Student,New York
29-07-2024,10-08-2024,UK,Tourist,Sydney
08-03-2024,13-04-2024,USA,Work,New York
12-12-2024,05-02-2025,Canada,Tourist,Berlin
19-11-2024,28-12-2024,Australia,Business,Toronto
19-08-2024,02-09-2024,Australia,Student,Toronto
20-09-2024,29-12-2024,UK,Work,Toronto
06-09-2024,22-10-2024,Germany,Student,Sydney
17-02-2024,25-05-2024,Canada,Work,Delhi
30-09-2024,24-11-2024,USA,Business,New York
10-09-2024,19-10-2024,UK,Work,London
07-10-2024,24-12-2024,USA,Dependent,Toronto
24-06-2024,21-10-2024,Australia,Student,Delhi
20-02-2024,15-05-2024,Canada,Student,Delhi
21-03-2024,21-05-2024,Canada,Student,Toronto
13-04-2024,15-07-2024,USA,Work,New York
20-05-2024,05-06-2024,Australia,Work,London
12-02-2024,04-04-2024,Australia,Tourist,Delhi
21-07-2024,14-10-2024,UK,Tourist,Toronto
01-12-2024,17-12-2024,Australia,Student,Delhi
19-04-2024,24-06-2024,India,Tourist,Berlin
25-04-2024,05-07-2024,Australia,Business,Delhi
05-01-2024,08-04-2024,UK,Student,Toronto
21-12-2024,11-01-2025,Canada,Student,New York
15-07-2024,31-07-2024,Australia,Student,Delhi
09-06-2024,31-07-2024,UK,Tourist,Toronto
09-03-2024,04-06-2024,Australia,Tourist,Delhi
28-09-2024,14-12-2024,India,Dependent,Sydney
25-03-2024,25-05-2024,UK,Tourist,Sydney
18-03-2024,14-05-2024,Germany,Business,New York
14-02-2024,12-06-2024,India,Tourist,Delhi
28-10-2024,03-02-2025,Canada,Work,Toronto
10-06-2024,24-09-2024,USA,Tourist,London
26-11-2024,11-12-2024,USA,Dependent,Berlin
03-11-2024,08-02-2025,Germany,Work,Sydney
14-01-2024,06-05-2024,Australia,Work,New York
22-09-2024,13-12-2024,Germany,Tourist,Sydney
19-07-2024,30-08-2024,Australia,Student,New York
10-09-2024,03-11-2024,India,Tourist,Toronto
22-11-2024,11-02-2025,India,Dependent,Delhi
03-07-2024,17-08-2024,USA,Business,Berlin
03-08-2024,23-09-2024,Germany,Tourist,Toronto
07-02-2024,14-02-2024,Germany,Student,Delhi
14-05-2024,15-06-2024,India,Student,Toronto
16-09-2024,27-10-2024,Australia,Dependent,Toronto
04-08-2024,06-11-2024,Canada,Student,Sydney
01-10-2024,13-12-2024,Germany,Tourist,London
12-02-2024,27-03-2024,India,Dependent,New York
20-03-2024,01-06-2024,UK,Business,Berlin
20-11-2024,02-03-2025,Australia,Student,London
23-12-2024,21-02-2025,Australia,Tourist,Delhi
05-05-2024,21-05-2024,Canada,Student,Toronto
09-11-2024,30-01-2025,India,Work,Sydney
02-12-2024,11-03-2025,USA,Student,Delhi
28-12-2024,19-01-2025,Australia,Student,New York
11-09-2024,30-10-2024,Germany,Dependent,Sydney
12-05-2024,07-06-2024,UK,Tourist,Sydney
17-05-2024,23-08-2024,India,Student,London
07-08-2024,15-09-2024,Germany,Student,London
30-12-2024,18-03-2025,Australia,Student,Toronto
21-08-2024,30-10-2024,UK,Student,Toronto
17-10-2024,12-11-2024,UK,Tourist,London
22-02-2024,20-06-2024,Germany,Student,New York
17-09-2024,22-09-2024,India,Student,New York
24-01-2024,29-03-2024,UK,Business,New York
01-04-2024,24-07-2024,India,Dependent,Sydney
01-12-2024,28-01-2025,USA,Work,New York
01-08-2024,06-11-2024,UK,Work,Delhi
19-10-2024,10-12-2024,India,Dependent,Sydney
27-01-2024,23-02-2024,USA,Dependent,Delhi
24-07-2024,06-08-2024,Canada,Work,London
16-06-2024,02-07-2024,Germany,Business,Delhi
07-07-2024,06-08-2024,UK,Dependent,London
14-11-2024,20-12-2024,Canada,Work,Berlin
09-09-2024,21-12-2024,USA,Dependent,New York
18-03-2024,23-03-2024,Canada,Student,New York
04-10-2024,22-11-2024,Australia,Student,London
01-01-2024,12-04-2024,Australia,Business,Sydney
06-06-2024,24-06-2024,USA,Dependent,New York
02-08-2024,08-10-2024,India,Tourist,Sydney
23-05-2024,08-06-2024,India,Tourist,Berlin
30-07-2024,01-11-2024,UK,Business,Sydney
13-02-2024,02-05-2024,India,Dependent,New York
22-11-2024,11-03-2025,Canada,Student,Berlin
17-10-2024,29-10-2024,Canada,Tourist,New York
29-05-2024,06-07-2024,UK,Business,Sydney
16-06-2024,31-07-2024,Canada,Work,New York
08-02-2024,09-03-2024,USA,Dependent,Delhi
20-03-2024,07-04-2024,USA,Business,Toronto
09-06-2024,05-08-2024,India,Dependent,London
16-04-2024,17-06-2024,UK,Business,London
02-03-2024,18-03-2024,USA,Work,Sydney
22-12-2024,14-03-2025,India,Tourist,London
16-03-2024,01-04-2024,Australia,Tourist,London
21-07-2024,29-09-2024,India,Work,London
30-03-2024,07-04-2024,Canada,Business,Berlin
08-10-2024,13-11-2024,India,Business,Delhi
12-03-2024,01-04-2024,India,Student,New York
07-03-2024,06-04-2024,Canada,Work,Sydney
18-11-2024,13-02-2025,India,Dependent,Berlin
12-05-2024,29-08-2024,India,Student,Delhi
11-04-2024,09-08-2024,Australia,Business,New York
17-02-2024,16-06-2024,UK,Student,Delhi
24-08-2024,04-09-2024,USA,Dependent,Toronto
21-07-2024,27-09-2024,India,Business,Sydney
06-08-2024,02-09-2024,UK,Tourist,New York
20-05-2024,29-06-2024,Canada,Tourist,Delhi
10-11-2024,02-02-2025,Germany,Tourist,Sydney
31-05-2024,07-08-2024,Canada,Dependent,Toronto
01-02-2024,17-02-2024,UK,Business,New York
02-08-2024,01-09-2024,Australia,Dependent,New York
18-11-2024,05-03-2025,Germany,Student,Toronto
31-12-2024,19-02-2025,Canada,Dependent,Toronto
25-06-2024,10-09-2024,Germany,Work,Toronto
18-05-2024,15-06-2024,India,Work,Berlin
22-04-2024,30-04-2024,UK,Student,Toronto
28-09-2024,17-11-2024,Germany,Tourist,New York
21-02-2024,28-03-2024,Australia,Tourist,London
30-09-2024,17-01-2025,Australia,Student,New York
21-10-2024,11-02-2025,Canada,Work,New York
31-03-2024,05-05-2024,Germany,Work,Sydney
23-12-2024,11-02-2025,Germany,Student,Sydney
24-12-2024,12-02-2025,Germany,Dependent,New York
15-10-2024,13-11-2024,Canada,Dependent,London
30-03-2024,05-06-2024,India,Student,Delhi
29-04-2024,20-07-2024,USA,Student,Berlin
01-09-2024,06-09-2024,UK,Dependent,New York
07-03-2024,24-04-2024,Australia,Tourist,London
31-01-2024,07-02-2024,USA,Dependent,Sydney
13-03-2024,25-06-2024,India,Dependent,London
07-02-2024,30-03-2024,Australia,Business,Berlin
21-02-2024,09-04-2024,UK,Work,New York
21-03-2024,27-06-2024,Canada,Business,Sydney
11-06-2024,08-07-2024,Australia,Dependent,Sydney
10-11-2024,23-02-2025,UK,Tourist,Sydney
28-10-2024,14-02-2025,USA,Business,London
18-12-2024,29-01-2025,USA,Tourist,Sydney
01-01-2024,04-04-2024,Germany,Business,Berlin
17-01-2024,14-02-2024,Germany,Work,Berlin
23-04-2024,18-07-2024,Germany,Student,Toronto
13-03-2024,29-04-2024,Australia,Student,New York
26-06-2024,10-08-2024,USA,Student,Sydney
09-12-2024,05-03-2025,Australia,Work,Toronto
06-01-2024,13-02-2024,USA,Tourist,Sydney
04-02-2024,24-03-2024,UK,Student,Sydney
01-01-2024,12-01-2024,Canada,Business,Sydney
02-08-2024,28-08-2024,Canada,Business,Toronto
28-06-2024,10-09-2024,Canada,Student,Toronto
22-10-2024,18-01-2025,Australia,Tourist,New York
19-08-2024,02-09-2024,India,Work,Delhi
12-06-2024,20-07-2024,India,Student,London
28-03-2024,24-07-2024,Canada,Tourist,Sydney
08-02-2024,23-04-2024,India,Work,Berlin
10-11-2024,09-03-2025,Canada,Student,Toronto
30-11-2024,26-12-2024,Germany,Business,New York
28-01-2024,14-02-2024,UK,Tourist,New York
28-07-2024,30-10-2024,Germany,Dependent,London
04-12-2024,14-01-2025,UK,Tourist,Delhi
26-01-2024,21-03-2024,Germany,Dependent,Toronto
19-03-2024,30-03-2024,UK,Student,Toronto
14-02-2024,27-03-2024,Australia,Dependent,Toronto
12-04-2024,29-04-2024,India,Tourist,New York
22-11-2024,03-01-2025,India,Business,Delhi
06-06-2024,19-09-2024,Canada,Business,Toronto
04-12-2024,11-01-2025,India,Dependent,Toronto
04-04-2024,26-05-2024,Canada,Work,New York
16-08-2024,26-08-2024,UK,Business,Toronto
14-05-2024,16-06-2024,UK,Dependent,Delhi
18-03-2024,27-06-2024,Australia,Student,Delhi
08-12-2024,26-01-2025,Germany,Business,Berlin
26-04-2024,10-07-2024,India,Business,Berlin
02-08-2024,14-10-2024,Australia,Business,Berlin
30-04-2024,04-07-2024,UK,Student,Toronto
31-12-2024,09-01-2025,Germany,Dependent,Berlin
19-10-2024,18-01-2025,Germany,Tourist,Delhi
17-08-2024,13-09-2024,USA,Tourist,New York
05-03-2024,15-03-2024,Canada,Student,Sydney
10-08-2024,09-09-2024,Australia,Tourist,Berlin
12-05-2024,26-06-2024,Australia,Student,Delhi
17-07-2024,01-10-2024,Canada,Dependent,London
21-05-2024,31-07-2024,Canada,Student,Sydney
15-11-2024,03-02-2025,Germany,Business,Delhi
31-07-2024,24-08-2024,USA,Dependent,Berlin
25-10-2024,04-02-2025,India,Student,Berlin
21-02-2024,05-06-2024,UK,Dependent,London
29-07-2024,05-09-2024,Canada,Business,Berlin
07-11-2024,11-01-2025,India,Tourist,London
25-07-2024,17-08-2024,Germany,Dependent,Sydney
21-12-2024,15-02-2025,India,Business,London
19-12-2024,23-01-2025,India,Business,London
09-07-2024,16-07-2024,UK,Work,London
23-05-2024,12-09-2024,Canada,Student,New York
09-03-2024,21-04-2024,Australia,Business,London
17-05-2024,23-08-2024,Canada,Dependent,Sydney
15-02-2024,15-03-2024,Canada,Tourist,Toronto
05-09-2024,16-12-2024,Germany,Work,Delhi
20-09-2024,04-01-2025,USA,Student,London
29-12-2024,08-03-2025,Canada,Tourist,Berlin
18-10-2024,26-10-2024,USA,Tourist,New York
30-01-2024,06-03-2024,India,Business,Delhi
03-07-2024,06-10-2024,USA,Work,London
25-08-2024,02-11-2024,Canada,Student,Sydney
16-01-2024,20-02-2024,UK,Business,Berlin
16-08-2024,12-09-2024,Canada,Dependent,Berlin
28-06-2024,16-08-2024,USA,Work,Sydney
18-12-2024,03-01-2025,UK,Student,Toronto
26-01-2024,20-02-2024,Germany,Tourist,New York
27-11-2024,30-12-2024,Australia,Tourist,London
29-11-2024,25-01-2025,Germany,Student,Sydney
05-01-2024,10-03-2024,USA,Tourist,Berlin
05-01-2024,07-02-2024,UK,Dependent,London
30-12-2024,04-04-2025,Australia,Work,Toronto
11-07-2024,02-11-2024,UK,Business,London
21-04-2024,24-06-2024,UK,Dependent,Berlin
22-07-2024,09-10-2024,India,Student,Berlin
05-12-2024,27-03-2025,UK,Dependent,Sydney
31-10-2024,21-01-2025,UK,Work,Sydney
25-02-2024,01-05-2024,India,Work,London
23-11-2024,08-01-2025,UK,Work,Sydney
30-12-2024,28-04-2025,Australia,Work,New York
17-03-2024,27-05-2024,USA,Student,Berlin
25-07-2024,22-10-2024,UK,Tourist,Sydney
14-01-2024,11-04-2024,Canada,Work,London
02-08-2024,27-09-2024,Canada,Student,Berlin
28-12-2024,16-03-2025,USA,Work,Sydney
31-12-2024,02-02-2025,Australia,Dependent,Sydney
31-08-2024,29-11-2024,UK,Dependent,London
28-03-2024,18-07-2024,Australia,Dependent,New York
30-05-2024,16-06-2024,Canada,Tourist,Sydney
12-05-2024,17-08-2024,Germany,Tourist,Sydney
20-06-2024,16-09-2024,India,Tourist,London
24-04-2024,02-08-2024,UK,Business,London
09-07-2024,16-08-2024,Germany,Work,Toronto
01-03-2024,05-05-2024,India,Dependent,Berlin
13-11-2024,27-11-2024,Canada,Tourist,Berlin
02-03-2024,26-06-2024,Australia,Business,Berlin
01-06-2024,28-07-2024,India,Tourist,New York
12-04-2024,30-05-2024,Canada,Dependent,Toronto
14-03-2024,28-04-2024,Australia,Tourist,Delhi
06-09-2024,23-10-2024,Australia,Tourist,London
20-11-2024,02-12-2024,India,Business,London
17-04-2024,28-07-2024,USA,Dependent,New York
07-09-2024,21-12-2024,India,Tourist,Berlin
10-08-2024,04-11-2024,Canada,Business,Toronto
01-09-2024,25-10-2024,India,Student,Berlin
12-04-2024,19-07-2024,UK,Student,London
28-09-2024,27-10-2024,India,Student,Sydney
07-05-2024,09-06-2024,Australia,Work,London
07-03-2024,25-03-2024,Canada,Dependent,Berlin
05-06-2024,01-07-2024,India,Student,London
28-05-2024,30-07-2024,Australia,Dependent,Berlin
25-09-2024,12-11-2024,Canada,Tourist,London
07-09-2024,27-10-2024,USA,Tourist,Toronto
10-01-2024,13-02-2024,USA,Tourist,New York
12-01-2024,01-04-2024,Germany,Tourist,Delhi
06-07-2024,10-10-2024,Australia,Student,Toronto
23-11-2024,30-12-2024,Germany,Dependent,Delhi
31-10-2024,11-11-2024,Australia,Student,Sydney
11-01-2024,22-01-2024,Australia,Student,Toronto
15-08-2024,07-10-2024,India,Dependent,London
30-08-2024,02-12-2024,USA,Tourist,Sydney
17-12-2024,12-03-2025,India,Work,Toronto
04-12-2024,21-12-2024,Australia,Dependent,London
14-11-2024,04-02-2025,Australia,Tourist,Toronto
